Time;Temperature;Humidity;Air Quality;Light;Loudness;Power Consumption;is_anomaly;anomaly_score
2024-06-24 09:17:00;25.551;71.019;23.94;305.229;48.409;47.452;0;0.002
2024-06-24 09:18:00;26.138;64.303;36.893;283.172;46.077;57.512;0;0.026
2024-06-24 09:19:00;23.019;62.749;37.555;416.833;49.003;47.721;0;0.126
2024-06-24 09:20:00;25.67;65.003;45.069;427.432;42.908;67.941;0;0.003
2024-06-24 09:21:00;26.536;85.901;34.414;366.011;86.936;134.949;1;0.936
2024-06-24 09:22:00;28.217;57.781;53.429;411.065;43.413;56.916;0;0.114
2024-06-24 09:23:00;25.223;53.519;24.707;356.698;47.333;65.968;0;0.088
2024-06-24 09:24:00;24.787;62.247;50.489;345.244;40.624;59.194;0;0.117
2024-06-24 09:25:00;25.247;58.896;38.205;333.348;45.705;56.23;0;0.112
2024-06-24 09:26:00;27.373;62.459;46.877;334.48;39.046;48.221;0;0.008
2024-06-24 09:27:00;26.493;64.261;40.638;272.61;44.199;45.328;0;0.134
2024-06-24 09:28:00;25.205;62.734;49.116;363.213;46.321;60.39;0;0.034
2024-06-24 09:29:00;26.77;72.262;36.901;347.983;43.437;65.543;0;0.083
2024-06-24 09:30:00;26.146;66.634;31.211;387.268;41.849;51.928;0;0.097
2024-06-24 09:31:00;27.453;66.502;51.364;354.676;47.538;47.027;0;0.025
2024-06-24 09:32:00;24.947;68.111;39.092;341.865;44.69;37.793;0;0.146
2024-06-24 09:33:00;25.509;59.306;41.772;306.44;43.531;48.135;0;0.073
2024-06-24 09:34:00;25.412;70.196;49.878;353.608;45.126;54.204;0;0.009
2024-06-24 09:35:00;23.805;64.621;31.744;386.912;52.91;66.194;0;0.141
2024-06-24 09:36:00;26.444;68.352;44.764;292.833;48.461;59.712;0;0.088
2024-06-24 09:37:00;26.392;59.641;35.281;354.374;48.488;57.136;0;0.105
2024-06-24 09:38:00;26.008;57.231;38.943;361.652;46.307;52.199;0;0.079
2024-06-24 09:39:00;25.648;69.089;40.578;314.097;45.499;50.918;0;0.125
2024-06-24 09:40:00;23.877;66.882;27.998;320.607;37.812;64.84;0;0.005
2024-06-24 09:41:00;25.369;60.49;33.769;361.531;42.963;56.405;0;0.04
2024-06-24 09:42:00;25.486;60.652;50.809;293.329;43.558;40.282;0;0.07
2024-06-24 09:43:00;24.797;70.627;47.09;367.496;39.375;50.285;0;0.011
2024-06-24 09:44:00;25.758;59.053;39.499;305.232;41.528;48.992;0;0.106
2024-06-24 09:45:00;26.606;73.213;41.945;403.143;39.057;51.176;0;0.059
2024-06-24 09:46:00;28.829;60.497;37.646;466.891;44.885;58.94;0;0.041
2024-06-24 09:47:00;26.262;68.192;50.853;306.962;47.456;54.248;0;0.001
2024-06-24 09:48:00;26.386;63.357;38.397;376.71;48.32;54.462;0;0.108
2024-06-24 09:49:00;25.888;68.016;41.855;313.663;46.244;64.194;0;0.125
2024-06-24 09:50:00;23.122;62.279;49.168;402.048;42.11;50.125;0;0.059
2024-06-24 09:51:00;25.96;64.186;33.781;286.737;39.204;68.049;0;0.085
2024-06-24 09:52:00;26.09;65.205;52.47;374.029;39.729;50.301;0;0.034
2024-06-24 09:53:00;29.695;59.989;27.756;306.351;41.193;55.624;0;0.093
2024-06-24 09:54:00;25.711;68.704;53.037;339.651;42.333;53.032;0;0.002
2024-06-24 09:55:00;26.452;62.434;37.019;298.449;44.521;55.864;0;0.073
2024-06-24 09:56:00;25.948;63.857;38.058;391.118;41.958;58.112;0;0.097
2024-06-24 09:57:00;24.247;60.028;24.88;308.151;46.017;58.037;0;0.138
2024-06-24 09:58:00;27.714;52.188;36.362;377.598;44.303;49.728;0;0.057
2024-06-24 09:59:00;27.128;64.045;31.682;332.795;45.032;47.14;0;0.115
2024-06-24 10:00:00;27.187;77.063;35.139;344.276;48.421;72.522;0;0.09
2024-06-24 10:01:00;24.636;68.923;38.902;357.388;41.459;51.612;0;0.139
2024-06-24 10:02:00;28.104;64.904;47.662;311.909;46.256;59.894;0;0.06
2024-06-24 10:03:00;23.897;63.686;41.661;360.518;44.958;43.747;0;0.048
2024-06-24 10:04:00;26.88;91.886;42.461;426.517;44.0;122.229;1;0.985
2024-06-24 10:05:00;29.286;67.736;31.236;311.095;47.656;54.11;0;0.007
2024-06-24 10:06:00;24.514;59.096;32.954;408.591;47.637;58.31;0;0.02
2024-06-24 10:07:00;25.151;70.572;54.39;424.905;42.161;35.943;0;0.012
2024-06-24 10:08:00;26.149;68.577;34.118;309.192;44.454;56.163;0;0.126
2024-06-24 10:09:00;25.245;68.591;53.25;277.247;45.844;46.952;0;0.002
2024-06-24 10:10:00;23.674;67.192;38.056;365.098;44.181;57.27;0;0.129
2024-06-24 10:11:00;26.103;65.098;40.018;322.63;46.755;47.746;0;0.068
2024-06-24 10:12:00;24.407;68.364;48.563;443.43;45.844;49.012;0;0.001
2024-06-24 10:13:00;26.71;67.959;50.175;351.74;50.498;53.085;0;0.06
2024-06-24 10:14:00;24.621;63.23;39.113;309.89;40.409;47.634;0;0.028
2024-06-24 10:15:00;28.325;62.132;36.894;292.642;44.633;51.671;0;0.094
2024-06-24 10:16:00;24.825;65.509;39.553;404.495;42.274;46.646;0;0.102
2024-06-24 10:17:00;25.517;72.745;42.704;321.441;46.812;42.168;0;0.073
2024-06-24 10:18:00;27.22;58.804;47.13;352.191;40.148;62.126;0;0.006
2024-06-24 10:19:00;24.154;57.662;40.034;397.79;46.039;45.928;0;0.098
2024-06-24 10:20:00;26.341;65.824;44.951;325.787;43.11;53.749;0;0.126
2024-06-24 10:21:00;27.961;65.254;53.107;347.704;42.798;60.27;0;0.108
2024-06-24 10:22:00;23.589;65.867;43.05;349.172;40.661;50.695;0;0.124
2024-06-24 10:23:00;26.277;66.22;42.493;384.166;43.605;49.224;0;0.03
2024-06-24 10:24:00;26.39;63.884;27.849;379.537;48.254;56.584;0;0.133
2024-06-24 10:25:00;27.173;72.449;18.954;338.994;44.924;62.826;0;0.048
2024-06-24 10:26:00;24.145;56.995;43.107;353.182;46.883;46.815;0;0.002
2024-06-24 10:27:00;24.019;60.858;39.241;331.411;49.994;53.949;0;0.127
2024-06-24 10:28:00;26.783;64.484;35.882;276.119;45.791;42.873;0;0.141
2024-06-24 10:29:00;26.445;56.784;41.948;362.88;43.324;52.248;0;0.098
2024-06-24 10:30:00;26.376;64.121;39.517;444.61;46.402;55.239;0;0.035
2024-06-24 10:31:00;26.52;73.307;49.022;305.814;43.367;49.018;0;0.038
2024-06-24 10:32:00;24.98;65.104;40.689;311.349;43.487;51.801;0;0.07
2024-06-24 10:33:00;26.348;66.154;34.025;306.464;40.44;45.142;0;0.135
2024-06-24 10:34:00;26.44;58.699;47.921;386.23;47.779;55.54;0;0.022
2024-06-24 10:35:00;24.928;61.918;38.263;372.424;43.842;62.39;0;0.124
2024-06-24 10:36:00;28.799;63.124;44.212;342.073;45.546;47.32;0;0.044
2024-06-24 10:37:00;26.711;63.411;36.181;304.099;41.892;50.641;0;0.121
2024-06-24 10:38:00;24.213;71.408;34.801;354.619;46.308;58.518;0;0.138
2024-06-24 10:39:00;26.985;67.788;40.673;271.769;42.714;63.485;0;0.064
2024-06-24 10:40:00;24.538;59.443;40.103;357.171;44.575;44.548;0;0.055
2024-06-24 10:41:00;27.181;66.233;43.839;393.576;47.633;53.819;0;0.12
2024-06-24 10:42:00;27.738;67.491;37.851;287.44;47.372;56.982;0;0.079
2024-06-24 10:43:00;24.769;70.701;25.309;273.374;44.934;54.286;0;0.103
2024-06-24 10:44:00;27.445;72.903;36.538;428.972;39.696;37.662;0;0.093
2024-06-24 10:45:00;26.619;59.925;46.351;319.412;53.978;58.508;0;0.023
2024-06-24 10:46:00;27.233;60.946;37.621;406.797;50.238;65.635;0;0.127
2024-06-24 10:47:00;28.845;58.712;38.029;342.3;47.168;55.817;0;0.029
2024-06-24 10:48:00;25.632;63.83;47.891;341.902;42.74;47.782;0;0.14
2024-06-24 10:49:00;24.869;67.332;34.304;371.921;44.659;51.408;0;0.038
2024-06-24 10:50:00;24.666;69.937;27.658;305.8;43.37;67.389;0;0.11
2024-06-24 10:51:00;24.776;64.62;38.715;356.625;48.792;61.37;0;0.043
2024-06-24 10:52:00;25.884;63.401;36.127;330.926;45.788;59.48;0;0.048
2024-06-24 10:53:00;26.512;65.759;32.27;283.975;42.648;57.495;0;0.047
2024-06-24 10:54:00;26.415;60.824;38.597;366.874;43.588;50.372;0;0.112
2024-06-24 10:55:00;27.241;75.448;43.932;336.835;48.364;53.596;0;0.084
2024-06-24 10:56:00;26.02;56.962;39.926;342.149;49.8;54.455;0;0.132
2024-06-24 10:57:00;28.18;65.924;42.456;289.492;49.585;58.847;0;0.046
2024-06-24 10:58:00;25.603;75.118;54.507;429.57;47.271;65.562;0;0.104
2024-06-24 10:59:00;30.08;65.034;37.257;393.836;44.242;62.828;0;0.113
2024-06-24 11:00:00;26.939;64.05;42.227;398.208;35.275;45.064;0;0.023
2024-06-24 11:01:00;24.714;63.213;35.926;334.728;45.891;56.568;0;0.06
2024-06-24 11:02:00;24.394;64.098;33.229;263.541;44.995;60.157;0;0.072
2024-06-24 11:03:00;26.724;71.864;35.321;447.646;45.42;59.332;0;0.053
2024-06-24 11:04:00;25.665;53.941;36.17;346.945;45.162;50.595;0;0.048
2024-06-24 11:05:00;27.071;72.667;42.876;312.56;41.021;75.399;0;0.103
2024-06-24 11:06:00;36.448;57.88;58.793;370.84;46.672;137.289;1;0.939
2024-06-24 11:07:00;25.891;63.667;34.272;408.356;46.897;47.418;0;0.106
2024-06-24 11:08:00;24.73;62.854;36.667;348.847;47.047;56.635;0;0.14
2024-06-24 11:09:00;23.728;67.943;39.495;413.929;47.84;69.818;0;0.085
2024-06-24 11:10:00;25.33;57.009;43.166;404.15;46.812;49.147;0;0.092
2024-06-24 11:11:00;27.285;67.311;42.108;296.181;43.77;53.139;0;0.01
2024-06-24 11:12:00;26.321;75.122;50.273;316.31;44.787;62.541;0;0.13
2024-06-24 11:13:00;24.131;58.184;20.589;397.877;45.273;54.875;0;0.043
2024-06-24 11:14:00;26.26;65.949;20.905;214.369;45.323;52.658;0;0.092
2024-06-24 11:15:00;26.578;61.69;36.033;342.527;47.995;58.959;0;0.147
2024-06-24 11:16:00;24.674;67.129;48.778;278.458;46.931;56.908;0;0.089
2024-06-24 11:17:00;26.231;65.096;27.475;326.172;51.232;62.213;0;0.109
2024-06-24 11:18:00;26.087;61.793;15.939;335.059;51.619;64.04;0;0.067
2024-06-24 11:19:00;24.286;67.439;44.569;332.088;45.239;57.149;0;0.009
2024-06-24 11:20:00;26.537;74.022;41.949;322.387;33.49;57.042;0;0.12
2024-06-24 11:21:00;26.841;64.045;31.278;295.143;48.71;56.499;0;0.005
2024-06-24 11:22:00;27.625;68.599;32.116;464.596;43.379;58.424;0;0.105
2024-06-24 11:23:00;27.581;58.534;32.242;443.373;42.596;55.386;0;0.003
2024-06-24 11:24:00;23.933;60.218;40.884;291.897;43.805;54.996;0;0.129
2024-06-24 11:25:00;24.593;67.362;34.989;429.106;43.66;63.376;0;0.024
2024-06-24 11:26:00;26.773;72.421;43.953;330.027;46.837;65.613;0;0.077
2024-06-24 11:27:00;26.771;66.778;17.163;356.459;40.322;44.447;0;0.09
2024-06-24 11:28:00;26.773;63.435;33.145;346.836;41.767;55.07;0;0.069
2024-06-24 11:29:00;31.779;64.996;30.992;317.013;46.029;50.179;0;0.051
2024-06-24 11:30:00;26.856;58.748;37.949;399.193;46.869;52.823;0;0.07
2024-06-24 11:31:00;27.703;68.023;35.696;356.294;46.925;57.818;0;0.047
2024-06-24 11:32:00;27.431;69.412;46.383;326.172;42.639;59.686;0;0.066
2024-06-24 11:33:00;26.977;62.74;25.125;284.771;42.065;54.215;0;0.054
2024-06-24 11:34:00;25.527;62.65;40.364;305.32;43.48;41.607;0;0.085
2024-06-24 11:35:00;27.138;66.329;44.467;267.931;45.72;48.245;0;0.036
2024-06-24 11:36:00;24.841;62.816;54.853;350.611;49.456;61.275;0;0.148
2024-06-24 11:37:00;25.645;64.669;36.146;290.167;38.858;35.817;0;0.075
2024-06-24 11:38:00;25.272;75.499;42.596;336.722;44.338;63.312;0;0.029
2024-06-24 11:39:00;26.123;63.765;25.569;418.505;41.002;58.649;0;0.072
2024-06-24 11:40:00;29.472;63.208;20.864;409.965;40.043;64.213;0;0.13
2024-06-24 11:41:00;23.199;61.762;46.758;348.386;47.901;53.61;0;0.003
2024-06-24 11:42:00;27.029;68.721;39.956;345.646;46.634;40.57;0;0.102
2024-06-24 11:43:00;23.581;64.094;49.428;443.994;46.348;58.013;0;0.082
2024-06-24 11:44:00;25.292;61.753;29.013;376.038;47.763;63.923;0;0.025
2024-06-24 11:45:00;27.633;71.607;44.159;333.61;43.561;61.473;0;0.123
2024-06-24 11:46:00;26.096;72.098;54.951;278.699;43.702;50.361;0;0.055
2024-06-24 11:47:00;24.383;61.998;43.358;369.694;51.557;55.607;0;0.044
2024-06-24 11:48:00;24.927;55.667;42.213;391.466;44.26;51.27;0;0.124
2024-06-24 11:49:00;27.019;70.038;40.068;318.417;47.205;49.265;0;0.096
2024-06-24 11:50:00;24.904;61.577;27.433;364.56;45.019;61.688;0;0.135
2024-06-24 11:51:00;26.325;68.953;50.845;331.821;39.455;46.617;0;0.094
2024-06-24 11:52:00;26.068;55.149;35.113;340.798;38.866;48.743;0;0.111
2024-06-24 11:53:00;25.023;69.463;44.036;2.807;43.263;47.272;1;0.973
2024-06-24 11:54:00;29.216;58.944;27.496;338.911;48.168;44.568;0;0.008
2024-06-24 11:55:00;26.951;68.654;30.564;398.468;47.365;56.025;0;0.116
2024-06-24 11:56:00;22.962;65.071;51.481;318.43;47.742;63.131;0;0.092
2024-06-24 11:57:00;26.28;60.23;37.222;352.626;42.039;53.706;0;0.01
2024-06-24 11:58:00;25.007;62.965;51.626;312.202;49.848;44.46;0;0.076
2024-06-24 11:59:00;27.279;68.432;39.374;368.022;42.105;60.88;0;0.012
2024-06-24 12:00:00;24.811;65.529;25.265;339.174;45.638;66.8;0;0.11
2024-06-24 12:01:00;25.828;67.922;47.137;303.038;44.969;50.476;0;0.082
2024-06-24 12:02:00;26.757;74.882;35.281;416.628;44.478;51.65;0;0.143
2024-06-24 12:03:00;27.299;57.179;45.59;396.447;49.016;58.61;0;0.027
2024-06-24 12:04:00;24.2;73.086;40.202;319.755;42.885;66.353;0;0.091
2024-06-24 12:05:00;25.498;65.522;27.655;374.889;40.951;51.361;0;0.032
2024-06-24 12:06:00;25.288;60.506;41.314;376.871;45.06;45.673;0;0.092
2024-06-24 12:07:00;25.02;58.348;57.57;382.115;43.801;59.42;0;0.108
2024-06-24 12:08:00;28.648;64.054;43.944;265.287;55.132;60.593;0;0.108
2024-06-24 12:09:00;26.607;69.608;39.54;400.33;47.03;55.043;0;0.122
2024-06-24 12:10:00;24.109;64.362;48.603;321.515;43.772;51.093;0;0.128
2024-06-24 12:11:00;27.377;72.556;41.685;332.109;41.832;61.961;0;0.012
2024-06-24 12:12:00;29.183;57.744;41.676;481.894;39.359;58.696;0;0.051
2024-06-24 12:13:00;27.549;64.94;31.267;365.094;41.924;49.621;0;0.103
2024-06-24 12:14:00;23.721;58.738;41.871;330.684;45.345;55.344;0;0.075
2024-06-24 12:15:00;25.274;66.818;48.284;239.735;49.282;45.538;0;0.029
2024-06-24 12:16:00;27.9;69.434;33.312;419.488;48.365;59.801;0;0.083
2024-06-24 12:17:00;24.938;62.896;51.396;282.74;45.687;53.164;0;0.061
2024-06-24 12:18:00;26.666;51.979;39.266;299.828;44.03;51.95;0;0.059
2024-06-24 12:19:00;27.162;65.995;32.898;333.432;45.806;54.77;0;0.121
2024-06-24 12:20:00;24.61;67.184;47.981;420.821;43.444;55.282;0;0.061
2024-06-24 12:21:00;25.911;67.021;37.706;388.662;50.155;61.265;0;0.004
2024-06-24 12:22:00;21.138;71.179;46.076;342.108;44.432;59.138;0;0.009
2024-06-24 12:23:00;24.463;59.645;37.666;365.415;44.741;53.905;0;0.128
2024-06-24 12:24:00;25.621;68.401;39.521;319.981;38.353;60.346;0;0.144
2024-06-24 12:25:00;24.128;70.963;43.948;356.983;44.414;57.805;0;0.103
2024-06-24 12:26:00;28.449;56.107;42.327;353.667;47.509;52.014;0;0.055
2024-06-24 12:27:00;23.855;66.598;24.036;398.438;41.797;54.127;0;0.141
2024-06-24 12:28:00;25.34;62.479;31.03;398.359;42.748;53.962;0;0.099
2024-06-24 12:29:00;26.196;64.592;47.435;374.699;47.378;58.537;0;0.127
2024-06-24 12:30:00;28.162;66.738;38.943;331.883;40.57;52.431;0;0.115
2024-06-24 12:31:00;23.846;62.564;35.81;387.091;48.173;52.267;0;0.057
2024-06-24 12:32:00;27.745;61.621;29.131;345.402;43.404;68.781;0;0.072
2024-06-24 12:33:00;26.015;65.171;31.362;295.904;43.834;61.578;0;0.028
2024-06-24 12:34:00;24.528;59.564;23.826;329.836;41.628;49.676;0;0.044
2024-06-24 12:35:00;26.693;59.571;39.19;354.226;46.134;58.997;0;0.117
2024-06-24 12:36:00;26.299;68.397;35.212;395.511;52.38;55.828;0;0.134
2024-06-24 12:37:00;25.1;59.256;32.267;340.824;47.344;57.741;0;0.109
2024-06-24 12:38:00;26.105;68.332;39.455;289.54;42.407;55.961;0;0.07
2024-06-24 12:39:00;25.422;67.313;42.912;352.837;48.407;63.327;0;0.013
2024-06-24 12:40:00;26.17;56.371;56.746;355.673;44.05;57.419;0;0.009
2024-06-24 12:41:00;26.993;61.612;27.905;359.292;49.123;54.565;0;0.056
2024-06-24 12:42:00;28.379;70.971;49.275;395.994;47.42;62.295;0;0.07
2024-06-24 12:43:00;24.143;60.094;47.785;400.946;36.171;56.633;0;0.091
2024-06-24 12:44:00;29.2;62.678;33.767;320.289;41.988;55.85;0;0.001
2024-06-24 12:45:00;23.072;67.31;41.626;319.193;47.833;57.198;0;0.148
2024-06-24 12:46:00;25.772;68.917;36.339;297.99;45.455;54.345;0;0.055
2024-06-24 12:47:00;26.882;63.742;41.486;384.941;41.929;55.065;0;0.127
2024-06-24 12:48:00;26.421;62.012;52.073;422.441;43.099;50.893;0;0.08
2024-06-24 12:49:00;25.066;72.112;44.845;334.246;39.281;49.742;0;0.02
2024-06-24 12:50:00;25.688;73.694;44.069;337.928;44.735;48.01;0;0.12
2024-06-24 12:51:00;25.26;69.894;36.558;423.339;51.632;45.256;0;0.106
2024-06-24 12:52:00;25.116;65.427;28.128;375.278;47.415;48.842;0;0.079
2024-06-24 12:53:00;27.274;60.959;38.332;371.812;51.571;53.78;0;0.077
2024-06-24 12:54:00;26.536;60.848;49.653;290.454;47.647;55.722;0;0.013
2024-06-24 12:55:00;24.961;67.613;27.783;383.936;48.082;53.101;0;0.098
2024-06-24 12:56:00;27.349;67.092;31.559;303.543;50.922;38.51;0;0.137
2024-06-24 12:57:00;26.461;72.008;41.01;293.299;46.132;66.022;0;0.014
2024-06-24 12:58:00;27.219;68.252;32.123;332.661;44.438;62.605;0;0.04
2024-06-24 12:59:00;26.944;57.485;33.66;320.71;48.098;58.12;0;0.135
2024-06-24 13:00:00;24.757;70.26;36.611;338.92;49.362;68.352;0;0.043
2024-06-24 13:01:00;25.16;60.01;29.075;277.951;43.56;48.158;0;0.098
2024-06-24 13:02:00;27.121;63.08;32.207;397.941;42.835;68.213;0;0.08
2024-06-24 13:03:00;26.916;66.251;45.627;406.384;45.417;48.244;0;0.089
2024-06-24 13:04:00;25.969;74.978;29.541;252.633;47.494;56.671;0;0.062
2024-06-24 13:05:00;26.176;80.55;27.217;398.923;47.394;46.083;0;0.045
2024-06-24 13:06:00;27.916;68.034;34.96;29.767;84.406;133.48;1;0.983
2024-06-24 13:07:00;25.113;64.084;45.856;392.849;50.735;57.703;0;0.112
2024-06-24 13:08:00;26.821;67.673;38.425;346.578;43.077;53.917;0;0.112
2024-06-24 13:09:00;25.697;69.438;36.283;351.439;44.205;59.997;0;0.101
2024-06-24 13:10:00;25.673;63.397;40.355;340.745;42.292;55.693;0;0.097
2024-06-24 13:11:00;27.648;73.976;26.034;410.606;53.095;51.343;0;0.037
2024-06-24 13:12:00;27.238;66.15;43.958;288.021;45.726;51.032;0;0.003
2024-06-24 13:13:00;27.22;67.489;43.067;380.392;42.447;60.676;0;0.121
2024-06-24 13:14:00;27.958;68.33;36.726;405.067;47.592;50.424;0;0.074
2024-06-24 13:15:00;26.032;67.108;48.047;385.817;47.307;61.408;0;0.046
2024-06-24 13:16:00;39.017;69.195;30.98;466.235;94.854;109.712;1;0.924
2024-06-24 13:17:00;25.535;61.914;49.023;323.553;47.522;43.319;0;0.009
2024-06-24 13:18:00;26.486;62.208;41.236;397.865;42.524;62.93;0;0.052
2024-06-24 13:19:00;25.805;59.499;37.308;344.695;43.521;69.423;0;0.121
2024-06-24 13:20:00;26.145;67.198;39.841;411.67;38.969;56.764;0;0.138
2024-06-24 13:21:00;26.893;68.895;39.142;349.616;41.028;59.194;0;0.135
2024-06-24 13:22:00;24.773;67.289;49.762;330.606;50.423;62.259;0;0.138
